timestamp,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,weather_condition
2025-01-01 01:49:00,15.26,60.77,19.49,5.41,Cloudy
2025-01-01 01:50:00,31.76,39.0,20.55,5.94,Rain
2025-01-01 01:51:00,32.94,78.38,30.95,5.88,Clear
2025-01-01 01:52:00,27.9,44.98,39.43,5.39,Rain
2025-01-01 01:53:00,24.98,89.74,15.96,0.29,Cloudy
2025-01-01 01:54:00,15.9,40.66,25.63,3.87,Cloudy
2025-01-01 01:55:00,31.65,52.68,20.81,5.62,Clear
2025-01-01 01:56:00,24.42,38.77,3.19,9.09,Storm
2025-01-01 01:57:00,25.27,55.15,31.89,2.68,Clear
2025-01-01 01:58:00,25.16,59.04,20.91,1.39,Clear
2025-01-01 01:59:00,31.67,74.6,24.27,5.44,Storm
2025-01-01 02:00:00,13.42,30.08,13.54,3.09,Clear
2025-01-01 02:01:00,11.54,43.85,36.59,6.87,Cloudy
2025-01-01 02:02:00,15.6,46.2,27.5,5.84,Cloudy
2025-01-01 02:03:00,22.29,66.04,14.28,5.99,Cloudy
2025-01-01 02:04:00,21.74,46.63,19.87,5.72,Rain
2025-01-01 02:05:00,22.8,59.21,12.23,9.73,Clear
2025-01-01 02:06:00,12.86,59.27,25.55,6.18,Cloudy
2025-01-01 02:07:00,29.82,78.63,32.35,5.26,Storm
2025-01-01 02:08:00,17.55,82.55,13.71,0.25,Storm
2025-01-01 02:09:00,32.83,88.62,32.74,1.21,Cloudy
2025-01-01 02:10:00,31.0,80.45,37.08,8.61,Cloudy
2025-01-01 02:11:00,11.59,82.68,15.8,9.56,Rain
2025-01-01 02:12:00,11.34,88.26,9.24,0.37,Cloudy
2025-01-01 02:13:00,25.72,79.65,37.74,1.09,Rain
2025-01-01 02:14:00,11.93,42.28,2.19,8.64,Clear
2025-01-01 02:15:00,24.3,77.54,19.33,2.13,Storm
2025-01-01 02:16:00,11.98,72.57,31.17,0.62,Cloudy
2025-01-01 02:17:00,21.98,63.35,1.84,8.63,Storm
2025-01-01 02:18:00,20.48,40.47,25.62,7.76,Rain
2025-01-01 02:19:00,24.77,32.88,33.56,6.24,Cloudy
2025-01-01 02:20:00,18.9,43.03,11.92,0.88,Clear
2025-01-01 02:21:00,13.5,82.62,12.41,6.31,Clear
2025-01-01 02:22:00,31.05,46.18,1.35,2.02,Storm
2025-01-01 02:23:00,17.48,56.82,22.04,7.87,Cloudy
2025-01-01 02:24:00,11.69,89.85,2.46,6.68,Rain
2025-01-01 02:25:00,22.51,60.57,0.09,7.2,Cloudy
2025-01-01 02:26:00,31.94,76.05,5.08,4.4,Storm
2025-01-01 02:27:00,17.02,77.7,17.39,3.81,Clear
2025-01-01 02:28:00,21.27,82.76,29.87,2.83,Clear
2025-01-01 02:29:00,20.06,49.97,27.0,9.47,Cloudy
2025-01-01 02:30:00,11.21,39.15,12.49,1.11,Clear
2025-01-01 02:31:00,31.71,83.32,12.84,4.16,Clear
2025-01-01 02:32:00,28.97,66.57,26.3,7.93,Storm
2025-01-01 02:33:00,12.39,65.75,28.29,6.05,Clear
2025-01-01 02:34:00,13.3,64.19,28.92,9.14,Cloudy
2025-01-01 02:35:00,10.26,32.1,6.34,7.52,Storm
2025-01-01 02:36:00,34.64,44.93,2.6,5.12,Storm
2025-01-01 02:37:00,20.4,70.35,20.18,8.24,Clear
2025-01-01 02:38:00,33.26,31.98,15.95,9.12,Rain
2025-01-01 02:39:00,20.5,66.4,37.17,6.21,Rain
2025-01-01 02:40:00,12.6,33.01,0.23,2.28,Rain
2025-01-01 02:41:00,18.58,30.51,32.36,7.18,Cloudy
2025-01-01 02:42:00,20.46,83.5,39.68,0.81,Rain
2025-01-01 02:43:00,14.42,84.66,34.02,5.21,Storm
2025-01-01 02:44:00,11.34,47.4,32.59,0.87,Rain
2025-01-01 02:45:00,17.91,81.9,0.9,0.37,Storm
2025-01-01 02:46:00,23.48,34.5,34.62,2.75,Rain
2025-01-01 02:47:00,16.38,54.7,23.37,8.06,Clear
2025-01-01 02:48:00,33.97,58.59,26.16,6.83,Storm
2025-01-01 02:49:00,22.04,54.51,15.88,0.8,Cloudy
2025-01-01 02:50:00,13.26,50.9,37.76,3.67,Storm
2025-01-01 02:51:00,20.34,66.68,20.92,7.62,Rain
2025-01-01 02:52:00,27.69,70.58,24.71,3.41,Cloudy
2025-01-01 02:53:00,22.18,87.51,8.36,9.48,Cloudy
2025-01-01 02:54:00,18.28,37.6,22.33,9.88,Storm
2025-01-01 02:55:00,12.66,84.02,8.83,0.23,Clear
2025-01-01 02:56:00,21.49,77.84,4.58,4.54,Storm
2025-01-01 02:57:00,12.43,46.96,20.6,5.23,Cloudy
2025-01-01 02:58:00,19.27,42.02,33.84,9.27,Rain
2025-01-01 02:59:00,12.91,36.99,35.1,3.95,Cloudy
2025-01-01 03:00:00,26.9,55.42,37.48,0.77,Clear
2025-01-01 03:01:00,29.32,63.01,37.45,3.6,Clear
2025-01-01 03:02:00,16.09,64.19,38.75,4.97,Rain
2025-01-01 03:03:00,11.87,55.01,28.87,1.95,Cloudy
2025-01-01 03:04:00,18.68,71.12,4.46,3.98,Clear
2025-01-01 03:05:00,24.01,72.47,24.71,0.58,Rain
2025-01-01 03:06:00,29.2,60.9,24.36,9.45,Rain
2025-01-01 03:07:00,20.07,63.1,4.29,6.15,Rain
2025-01-01 03:08:00,19.15,41.69,28.11,9.3,Storm
2025-01-01 03:09:00,32.71,63.24,16.56,7.61,Rain
2025-01-01 03:10:00,21.24,34.52,2.81,4.97,Rain
2025-01-01 03:11:00,21.18,64.24,37.4,2.86,Rain
2025-01-01 03:12:00,20.25,68.57,7.67,5.88,Cloudy
2025-01-01 03:13:00,19.08,88.91,4.96,4.69,Rain
2025-01-01 03:14:00,28.21,55.5,8.11,0.08,Storm
2025-01-01 03:15:00,17.04,59.74,30.57,6.37,Clear
2025-01-01 03:16:00,19.47,57.13,30.85,8.47,Clear
2025-01-01 03:17:00,17.06,45.59,3.43,8.94,Rain
2025-01-01 03:18:00,24.26,35.66,20.51,7.11,Cloudy
2025-01-01 03:19:00,34.01,68.44,27.61,4.58,Cloudy
2025-01-01 03:20:00,19.76,34.33,27.32,4.15,Storm
2025-01-01 03:21:00,34.21,55.8,26.84,4.4,Cloudy
2025-01-01 03:22:00,26.42,30.66,16.97,8.65,Rain
2025-01-01 03:23:00,29.89,86.43,16.37,5.19,Rain
2025-01-01 03:24:00,18.33,71.85,36.78,0.74,Storm
2025-01-01 03:25:00,15.61,43.39,38.13,4.67,Rain
2025-01-01 03:26:00,24.42,46.57,7.05,8.05,Clear
2025-01-01 03:27:00,34.77,49.33,39.82,2.49,Clear
2025-01-01 03:28:00,27.75,61.14,5.5,7.15,Storm
2025-01-01 03:29:00,27.04,67.91,31.46,2.38,Cloudy
2025-01-01 03:30:00,21.25,34.6,4.17,6.59,Rain
2025-01-01 03:31:00,31.99,69.62,24.96,5.13,Storm
2025-01-01 03:32:00,27.42,34.47,22.16,4.79,Storm
2025-01-01 03:33:00,26.87,84.83,39.95,6.88,Storm
2025-01-01 03:34:00,17.31,59.84,20.73,4.8,Storm
2025-01-01 03:35:00,33.94,86.02,25.35,6.85,Storm
2025-01-01 03:36:00,16.26,68.55,28.82,9.44,Storm
2025-01-01 03:37:00,23.09,54.07,29.02,2.98,Rain
2025-01-01 03:38:00,18.49,76.97,25.51,0.27,Clear
2025-01-01 03:39:00,14.52,34.08,31.39,5.38,Clear
2025-01-01 03:40:00,13.6,65.22,29.29,2.81,Storm
2025-01-01 03:41:00,17.32,45.46,14.73,5.28,Storm
2025-01-01 03:42:00,27.22,80.56,4.85,6.23,Rain
2025-01-01 03:43:00,34.37,83.44,36.12,5.73,Rain
2025-01-01 03:44:00,31.33,65.13,0.39,6.42,Rain
2025-01-01 03:45:00,15.45,45.65,8.15,3.88,Storm
2025-01-01 03:46:00,11.96,53.34,22.0,5.18,Rain
2025-01-01 03:47:00,27.17,67.23,31.5,4.7,Clear
2025-01-01 03:48:00,10.75,55.51,8.54,2.36,Cloudy
2025-01-01 03:49:00,31.48,76.63,25.39,4.88,Rain
2025-01-01 03:50:00,30.64,52.14,15.12,8.69,Storm
2025-01-01 03:51:00,29.84,60.33,0.14,3.25,Storm
2025-01-01 03:52:00,23.81,41.34,28.61,6.36,Clear
2025-01-01 03:53:00,34.34,71.87,25.0,1.13,Storm
2025-01-01 03:54:00,21.46,81.91,2.22,0.43,Clear
2025-01-01 03:55:00,34.66,52.0,34.78,9.83,Clear
2025-01-01 03:56:00,32.05,87.28,6.81,2.97,Rain
2025-01-01 03:57:00,13.16,32.3,32.17,8.25,Cloudy
2025-01-01 03:58:00,32.37,43.22,16.09,9.08,Storm
2025-01-01 03:59:00,17.62,54.75,8.73,3.76,Cloudy
2025-01-01 04:00:00,29.21,55.47,23.42,0.1,Cloudy
2025-01-01 04:01:00,10.01,77.6,18.04,3.24,Cloudy
2025-01-01 04:02:00,16.9,83.23,36.02,8.61,Rain
2025-01-01 04:03:00,28.96,48.18,25.77,8.69,Rain
2025-01-01 04:04:00,34.31,68.33,32.81,9.19,Rain
2025-01-01 04:05:00,14.27,63.1,1.68,8.13,Clear
2025-01-01 04:06:00,21.49,40.65,19.01,1.71,Cloudy
2025-01-01 04:07:00,24.68,49.56,13.02,4.72,Rain
2025-01-01 04:08:00,33.81,31.19,6.39,4.35,Storm
2025-01-01 04:09:00,21.33,48.23,38.97,5.0,Rain
2025-01-01 04:10:00,33.34,36.33,27.6,5.9,Cloudy
2025-01-01 04:11:00,34.45,83.9,12.36,3.74,Rain
2025-01-01 04:12:00,33.54,83.93,17.25,6.8,Clear
2025-01-01 04:13:00,28.72,70.81,20.64,0.32,Rain
2025-01-01 04:14:00,13.16,89.57,0.61,7.27,Cloudy
2025-01-01 04:15:00,25.06,64.79,30.97,5.34,Cloudy
2025-01-01 04:16:00,28.84,42.03,32.3,1.55,Clear
2025-01-01 04:17:00,33.87,83.08,29.05,5.86,Storm
2025-01-01 04:18:00,29.45,42.5,15.08,0.64,Rain
2025-01-01 04:19:00,23.47,46.02,3.98,6.52,Rain
2025-01-01 04:20:00,15.13,69.52,0.2,5.63,Storm
2025-01-01 04:21:00,21.43,37.78,17.46,9.88,Clear
2025-01-01 04:22:00,25.96,66.59,37.99,1.63,Clear
2025-01-01 04:23:00,18.11,48.17,18.64,8.92,Rain
2025-01-01 04:24:00,21.41,67.56,35.93,4.27,Clear
2025-01-01 04:25:00,10.43,77.89,23.8,1.04,Cloudy
2025-01-01 04:26:00,31.98,53.66,24.86,7.67,Storm
2025-01-01 04:27:00,10.87,49.86,32.07,9.76,Storm
2025-01-01 04:28:00,20.23,49.84,11.53,7.76,Rain
2025-01-01 04:29:00,22.77,51.46,21.19,6.28,Clear
2025-01-01 04:30:00,34.31,77.01,3.64,0.8,Cloudy
2025-01-01 04:31:00,33.38,55.83,38.2,4.17,Cloudy
2025-01-01 04:32:00,26.16,72.81,39.78,0.61,Cloudy
2025-01-01 04:33:00,24.6,74.39,22.81,3.72,Rain
2025-01-01 04:34:00,19.16,61.97,36.87,5.13,Clear
2025-01-01 04:35:00,11.03,57.32,33.41,6.86,Rain
2025-01-01 04:36:00,16.69,52.71,21.03,2.84,Clear
2025-01-01 04:37:00,31.19,69.3,24.82,9.24,Storm
2025-01-01 04:38:00,26.21,60.87,29.16,4.98,Rain
2025-01-01 04:39:00,30.36,47.5,13.26,4.68,Storm
2025-01-01 04:40:00,30.92,61.97,12.38,1.22,Cloudy
2025-01-01 04:41:00,11.56,69.48,33.15,6.16,Clear
2025-01-01 04:42:00,18.43,62.67,7.55,3.63,Clear
2025-01-01 04:43:00,26.9,30.9,9.45,9.34,Storm
2025-01-01 04:44:00,31.33,89.59,23.69,8.84,Storm
2025-01-01 04:45:00,30.04,75.42,15.9,4.15,Rain
2025-01-01 04:46:00,20.55,44.61,5.25,8.01,Storm
2025-01-01 04:47:00,33.3,75.64,39.36,5.21,Rain
2025-01-01 04:48:00,17.52,76.06,18.93,4.82,Clear
2025-01-01 04:49:00,19.39,66.05,39.96,7.05,Cloudy
2025-01-01 04:50:00,14.54,67.48,18.05,8.01,Rain
2025-01-01 04:51:00,15.67,39.68,31.41,6.36,Rain
2025-01-01 04:52:00,10.22,52.33,28.16,8.49,Clear
2025-01-01 04:53:00,17.71,65.29,13.05,1.78,Cloudy
2025-01-01 04:54:00,17.66,34.66,3.33,3.86,Storm
2025-01-01 04:55:00,11.68,88.68,6.07,3.56,Clear
2025-01-01 04:56:00,18.51,36.11,1.53,7.98,Clear
2025-01-01 04:57:00,17.53,54.21,26.28,3.88,Rain
2025-01-01 04:58:00,29.98,84.81,2.62,2.15,Storm
2025-01-01 04:59:00,13.91,30.91,11.84,9.28,Cloudy
2025-01-01 05:00:00,28.13,70.99,4.58,2.98,Clear
2025-01-01 05:01:00,13.25,53.3,23.34,8.99,Clear
2025-01-01 05:02:00,22.41,73.03,28.06,6.83,Cloudy
2025-01-01 05:03:00,28.41,69.83,17.82,6.52,Rain
2025-01-01 05:04:00,25.16,65.82,38.32,3.02,Storm
2025-01-01 05:05:00,26.15,81.92,10.76,8.85,Storm
2025-01-01 05:06:00,15.16,30.3,39.69,7.84,Clear
2025-01-01 05:07:00,30.69,38.76,23.4,1.32,Rain
2025-01-01 05:08:00,33.8,77.21,34.42,9.27,Rain
2025-01-01 05:09:00,13.86,68.1,4.8,4.01,Rain
2025-01-01 05:10:00,32.21,85.54,39.35,8.08,Cloudy
2025-01-01 05:11:00,19.94,56.34,30.2,2.21,Cloudy
2025-01-01 05:12:00,27.47,62.98,23.79,0.74,Rain
2025-01-01 05:13:00,22.67,67.45,0.19,8.43,Cloudy
2025-01-01 05:14:00,29.83,40.57,0.17,7.35,Storm
2025-01-01 05:15:00,11.13,38.61,6.76,0.85,Clear
2025-01-01 05:16:00,18.09,45.22,16.29,1.12,Rain
2025-01-01 05:17:00,11.19,53.15,11.84,4.77,Storm
2025-01-01 05:18:00,33.54,59.26,33.99,4.31,Storm
2025-01-01 05:19:00,14.25,57.87,30.06,4.21,Storm
2025-01-01 05:20:00,20.61,77.52,35.68,9.32,Rain
2025-01-01 05:21:00,26.04,38.03,14.96,4.4,Rain
2025-01-01 05:22:00,21.54,52.13,31.47,2.81,Clear
2025-01-01 05:23:00,23.41,86.76,33.71,5.97,Cloudy
2025-01-01 05:24:00,15.1,76.32,39.88,8.95,Clear
2025-01-01 05:25:00,11.68,55.68,31.08,7.59,Rain
2025-01-01 05:26:00,16.43,64.87,34.35,9.9,Clear
2025-01-01 05:27:00,17.93,58.21,12.16,3.52,Rain
2025-01-01 05:28:00,20.4,53.03,26.79,1.31,Cloudy
2025-01-01 05:29:00,17.4,37.97,26.46,9.47,Cloudy
2025-01-01 05:30:00,10.9,40.04,23.34,8.4,Rain
2025-01-01 05:31:00,12.37,47.29,38.54,3.98,Rain
2025-01-01 05:32:00,26.85,51.91,16.69,3.17,Storm
2025-01-01 05:33:00,11.58,45.1,34.72,7.04,Cloudy
2025-01-01 05:34:00,11.16,64.64,2.24,4.08,Cloudy
2025-01-01 05:35:00,30.29,65.89,16.38,2.55,Storm
2025-01-01 05:36:00,11.03,32.75,2.92,0.17,Rain
2025-01-01 05:37:00,11.72,68.98,23.76,6.24,Cloudy
2025-01-01 05:38:00,23.74,58.05,23.69,7.18,Clear
2025-01-01 05:39:00,21.07,62.82,13.87,9.18,Rain
2025-01-01 05:40:00,34.11,83.6,36.24,1.95,Storm
2025-01-01 05:41:00,33.42,41.0,6.5,7.86,Clear
2025-01-01 05:42:00,26.51,54.27,18.57,0.39,Storm
2025-01-01 05:43:00,11.8,59.11,23.6,2.03,Clear
2025-01-01 05:44:00,22.58,65.45,7.93,9.27,Clear
2025-01-01 05:45:00,11.13,70.66,32.77,2.68,Rain
2025-01-01 05:46:00,32.7,37.76,18.22,5.84,Clear
2025-01-01 05:47:00,26.5,74.94,20.93,5.84,Storm
2025-01-01 05:48:00,24.35,43.26,16.26,3.39,Storm
2025-01-01 05:49:00,20.7,87.07,24.24,5.08,Cloudy
2025-01-01 05:50:00,22.74,36.34,32.56,3.28,Rain
2025-01-01 05:51:00,20.01,89.2,13.41,5.82,Cloudy
2025-01-01 05:52:00,12.49,85.68,12.17,1.89,Rain
2025-01-01 05:53:00,26.52,83.35,36.48,9.65,Cloudy
2025-01-01 05:54:00,34.91,31.82,39.97,5.25,Storm
2025-01-01 05:55:00,12.81,42.09,9.11,4.24,Rain
2025-01-01 05:56:00,34.85,64.07,8.68,1.63,Cloudy
2025-01-01 05:57:00,32.49,73.28,5.92,5.69,Storm
2025-01-01 05:58:00,32.35,74.09,11.71,1.3,Clear
2025-01-01 05:59:00,30.78,32.77,19.85,7.01,Cloudy
2025-01-01 06:00:00,33.09,71.32,0.19,6.34,Rain
2025-01-01 06:01:00,16.16,59.78,9.64,5.48,Cloudy
2025-01-01 06:02:00,20.93,48.82,34.34,3.98,Cloudy
2025-01-01 06:03:00,22.0,71.37,4.95,4.59,Rain
2025-01-01 06:04:00,11.7,45.04,33.52,5.28,Rain
2025-01-01 06:05:00,34.52,68.7,22.4,2.22,Cloudy
2025-01-01 06:06:00,27.24,66.73,10.61,3.09,Storm
2025-01-01 06:07:00,21.29,65.47,18.24,8.52,Cloudy
2025-01-01 06:08:00,34.81,61.97,6.84,0.68,Clear
2025-01-01 06:09:00,16.8,46.35,23.84,7.96,Rain
2025-01-01 06:10:00,18.43,42.06,3.27,3.76,Clear
2025-01-01 06:11:00,14.77,52.99,24.44,4.0,Clear
2025-01-01 06:12:00,14.66,88.25,19.0,3.75,Rain
2025-01-01 06:13:00,14.71,77.25,0.05,6.0,Rain
2025-01-01 06:14:00,25.27,53.06,37.16,4.58,Cloudy
2025-01-01 06:15:00,17.35,71.02,1.19,4.35,Rain
2025-01-01 06:16:00,33.79,46.85,34.07,1.2,Rain
2025-01-01 06:17:00,30.42,42.88,10.2,9.42,Cloudy
2025-01-01 06:18:00,14.03,65.01,39.28,7.86,Clear
2025-01-01 06:19:00,30.85,45.37,39.99,4.81,Rain
2025-01-01 06:20:00,18.64,62.79,9.33,1.59,Clear
2025-01-01 06:21:00,15.69,34.81,10.08,9.35,Rain
2025-01-01 06:22:00,29.55,80.1,33.92,1.78,Rain
2025-01-01 06:23:00,31.42,52.92,5.62,1.54,Clear
2025-01-01 06:24:00,34.01,30.93,0.14,1.84,Cloudy
2025-01-01 06:25:00,20.51,87.5,25.2,0.92,Storm
2025-01-01 06:26:00,24.05,62.72,10.88,1.65,Storm
2025-01-01 06:27:00,25.37,84.95,14.75,6.43,Clear
2025-01-01 06:28:00,25.69,41.27,17.9,2.1,Rain
2025-01-01 06:29:00,20.05,48.01,10.63,4.45,Cloudy
2025-01-01 06:30:00,13.81,52.99,4.75,5.48,Clear
2025-01-01 06:31:00,11.76,41.72,28.31,6.86,Storm
2025-01-01 06:32:00,32.65,57.24,19.72,1.74,Clear
2025-01-01 06:33:00,19.16,46.89,30.75,5.18,Clear
2025-01-01 06:34:00,14.52,37.53,36.27,9.64,Storm
2025-01-01 06:35:00,34.59,34.89,9.05,4.47,Storm
2025-01-01 06:36:00,30.07,45.48,35.8,6.22,Cloudy
2025-01-01 06:37:00,34.53,88.87,38.26,9.85,Storm
2025-01-01 06:38:00,16.97,45.38,11.91,4.46,Clear
2025-01-01 06:39:00,21.58,81.33,34.17,4.69,Rain
2025-01-01 06:40:00,30.22,57.55,10.91,7.41,Clear
2025-01-01 06:41:00,23.8,45.14,33.48,3.61,Cloudy
2025-01-01 06:42:00,18.87,79.37,36.29,1.75,Cloudy
2025-01-01 06:43:00,13.96,75.29,38.71,1.06,Storm
2025-01-01 06:44:00,24.04,67.05,22.94,7.44,Clear
2025-01-01 06:45:00,24.96,47.19,21.88,4.93,Storm
2025-01-01 06:46:00,28.02,75.73,4.06,3.21,Storm
2025-01-01 06:47:00,29.76,31.16,21.58,1.2,Cloudy
2025-01-01 06:48:00,12.95,46.79,33.57,9.39,Clear
2025-01-01 06:49:00,25.7,81.71,0.37,1.17,Storm
2025-01-01 06:50:00,29.54,44.04,36.35,9.87,Rain
2025-01-01 06:51:00,19.73,67.78,23.05,6.11,Storm
2025-01-01 06:52:00,16.89,58.76,25.7,8.26,Rain
2025-01-01 06:53:00,21.99,55.74,29.2,3.92,Storm
2025-01-01 06:54:00,17.75,71.17,37.14,2.03,Cloudy
